objectid,no_prop,no_kab,no_kec,no_kel,KABUPATEN,KECAMATAN,KELURAHAN,kepadatan_penduduk,wighted education score,weighted_employment_score,Kab_Gini_2018,Kab_Gini_2019,Kab_Gini_2020,Kab_Gini_2021,Kab_Gini_2022,Kab_Gini_2023,desa_gini_2018,desa_gini_2019,desa_gini_2020,desa_gini_2021,desa_gini_2022,desa_gini_2023
471560,35,2,13,2005,KAB. PONOROGO,BADEGAN,TANJUNGREJO,2.47141937,1117.4,814.8,0.350,0.346,0.380,0.369,0.336,0.341,0.34065998,0.336766723,0.369859407,0.35915295,0.32703358,0.331900152
471564,35,2,13,2009,KAB. PONOROGO,BADEGAN,BITING,1.54516579,682.8,560.7,0.350,0.346,0.380,0.369,0.336,0.341,0.217001419,0.214521402,0.23560154,0.228781496,0.208321362,0.211421382
471565,35,2,14,2002,KAB. PONOROGO,SAMPUNG,POHIJO,2.71108924,1251,1112,0.350,0.346,0.380,0.369,0.336,0.341,0.400603526,0.3960252,0.434940972,0.422350575,0.384579385,0.390302293
471568,35,2,14,2003,KAB. PONOROGO,SAMPUNG,JENANGAN,1.71222979,810.8,705.8,0.350,0.346,0.380,0.369,0.336,0.341,0.255593738,0.252672666,0.277501772,0.269468826,0.245369988,0.249021327
471584,35,2,15,2009,KAB. PONOROGO,SUKOREJO,KRANGGAN,0.91215535,407.8,436,0.350,0.346,0.380,0.369,0.336,0.341,0.140263959,0.138660942,0.152286584,0.147878288,0.134653401,0.136657172
471585,35,2,15,2013,KAB. PONOROGO,SUKOREJO,KARANGLO LOR,1.58393592,827.6,1013,0.350,0.346,0.380,0.369,0.336,0.341,0.284659475,0.281406224,0.309058859,0.300112418,0.273273096,0.27733966
471593,35,2,15,2018,KAB. PONOROGO,SUKOREJO,MOROSARI,1.21597216,567.6,631.1,0.350,0.346,0.380,0.369,0.336,0.341,0.195065326,0.192836008,0.211785211,0.205654587,0.187262713,0.19004936
471596,35,2,16,1001,KAB. PONOROGO,BABADAN,KERTOSARI,5.15149251,3201.1,3088.2,0.350,0.346,0.380,0.369,0.336,0.341,0.95694816,0.946011609,1.038972288,1.008896774,0.918670233,0.932340921
471598,35,2,20,2006,KAB. PONOROGO,JAMBON,KREBET,5.35239226,2362.7,1840.1,0.350,0.346,0.380,0.369,0.336,0.341,0.740076865,0.731618843,0.803512025,0.780252466,0.71047379,0.721046317
471613,35,2,16,2012,KAB. PONOROGO,BABADAN,PONDOK,2.35651881,1248.2,1135.9,0.350,0.346,0.380,0.369,0.336,0.341,0.3840797,0.379690218,0.417000817,0.404929741,0.368716512,0.374203365
471622,35,2,17,1010,KAB. PONOROGO,PONOROGO,KAUMAN,1.73690169,995.1,918.3,0.350,0.346,0.380,0.369,0.336,0.341,0.300062805,0.296633516,0.325782474,0.316351929,0.288060293,0.292346904
471623,35,2,17,1009,KAB. PONOROGO,PONOROGO,TAMANARUM,0.80289408,503,451.3,0.350,0.346,0.380,0.369,0.336,0.341,0.146247105,0.14457571,0.158782571,0.154186234,0.140397221,0.142486465
471624,35,2,17,1014,KAB. PONOROGO,PONOROGO,BANYUDONO,3.13121644,1940.2,1823.6,0.350,0.346,0.380,0.369,0.336,0.341,0.575133488,0.568560533,0.624430644,0.60635502,0.552128148,0.560344341
471627,35,2,17,1018,KAB. PONOROGO,PONOROGO,JINGGLONG,1.09402249,616.5,540.4,0.350,0.346,0.380,0.369,0.336,0.341,0.18368834,0.181589045,0.199433055,0.193659993,0.176340806,0.178964925
471629,35,2,18,2006,KAB. PONOROGO,JENANGAN,JENANGAN,3.43644307,1684.5,1979,0.350,0.346,0.380,0.369,0.336,0.341,0.581510145,0.574864315,0.631353872,0.613077839,0.55824974,0.566557027
471631,35,2,18,2004,KAB. PONOROGO,JENANGAN,PLALANGAN,3.62042495,1833.7,2035.1,0.350,0.346,0.380,0.369,0.336,0.341,0.613369525,0.606359588,0.665944056,0.646666728,0.588834744,0.597597166
471632,35,2,18,2003,KAB. PONOROGO,JENANGAN,MRICAN,3.15518342,1473,1617.1,0.350,0.346,0.380,0.369,0.336,0.341,0.503900589,0.498141725,0.547092068,0.531255192,0.483744565,0.490943145
471634,35,2,20,2002,KAB. PONOROGO,JAMBON,POKO,1.63962392,763.5,603,0.350,0.346,0.380,0.369,0.336,0.341,0.235292257,0.232603203,0.255460165,0.248065265,0.225880567,0.229241885
471641,35,2,20,2004,KAB. PONOROGO,JAMBON,BRINGINAN,0.90722097,410.9,323.1,0.350,0.346,0.380,0.369,0.336,0.341,0.127792598,0.126332111,0.138746249,0.13472991,0.122680894,0.124506502
471646,35,2,18,2015,KAB. PONOROGO,JENANGAN,PARINGAN,3.8706685,1735.5,1926,0.350,0.346,0.380,0.369,0.336,0.341,0.604158802,0.59725413,0.655943842,0.636955994,0.57999245,0.58862329
471647,35,2,18,2017,KAB. PONOROGO,JENANGAN,KEMIRI,3.04028287,1302.1,1408.7,0.350,0.346,0.380,0.369,0.336,0.341,0.456504121,0.451286931,0.495633046,0.481285773,0.438243956,0.444765444
471652,35,2,20,2012,KAB. PONOROGO,JAMBON,SRANDIL,0.66332163,363.1,288.6,0.350,0.346,0.380,0.369,0.336,0.341,0.105901445,0.104691143,0.114978712,0.111650381,0.101665387,0.103178265
471656,35,2,19,2002,KAB. PONOROGO,NGEBEL,SAHANG,1.10741581,509.9,515.1,0.350,0.346,0.380,0.369,0.336,0.341,0.170280024,0.168333967,0.184875455,0.179523797,0.163468823,0.165901395
471659,35,2,19,2007,KAB. PONOROGO,NGEBEL,NGEBEL,2.41009208,1180.3,1043.5,0.350,0.346,0.380,0.369,0.336,0.341,0.36946617,0.3652437,0.401134699,0.389522905,0.354687524,0.359965612
477597,35,2,4,2004,KAB. PONOROGO,SAMBIT,MAGUWAN,2.07384934,1011.3,1192.8,0.350,0.346,0.380,0.369,0.336,0.341,0.350207546,0.346205174,0.380225336,0.369218813,0.336199245,0.341202209
477600,35,2,1,2013,KAB. PONOROGO,SLAHUNG,JEBENG,1.33439728,711.9,816.6,0.350,0.346,0.380,0.369,0.336,0.341,0.237283748,0.234571934,0.257622355,0.250164866,0.227792398,0.231182166
477602,35,2,1,2014,KAB. PONOROGO,SLAHUNG,GALAK,1.28364366,677.7,768.8,0.350,0.346,0.380,0.369,0.336,0.341,0.225643772,0.223064986,0.244984667,0.237893005,0.216618021,0.219841503
477604,35,2,1,2022,KAB. PONOROGO,SLAHUNG,JANTI,1.40911789,739.2,716,0.350,0.346,0.380,0.369,0.336,0.341,0.232987917,0.230325198,0.25295831,0.245635832,0.2236684,0.226996799
477605,35,2,3,2019,KAB. PONOROGO,BUNGKAL,BEDIKULON,1.28223384,663.9,519.8,0.350,0.346,0.380,0.369,0.336,0.341,0.196452807,0.194207632,0.213291619,0.207117388,0.188594695,0.191401164
477606,35,2,21,2003,KAB. PONOROGO,PUDAK,KRISIK,0.80430391,364.1,362.1,0.350,0.346,0.380,0.369,0.336,0.341,0.121677026,0.120286432,0.132106486,0.128282351,0.116809945,0.118548188
477607,35,2,7,2006,KAB. PONOROGO,PULUNG,PATIK,1.53459212,765.5,775.3,0.350,0.346,0.380,0.369,0.336,0.341,0.249045513,0.246199279,0.270392271,0.262565127,0.239083693,0.242641486
477610,35,2,10,2006,KAB. PONOROGO,SIMAN,BRAHU,1.67486949,854.6,917.6,0.350,0.346,0.380,0.369,0.336,0.341,0.281772607,0.278552348,0.305924544,0.297068834,0.270501702,0.274527025
477611,35,2,12,2006,KAB. PONOROGO,KAUMAN,BRINGIN,1.79047496,861.7,782,0.350,0.346,0.380,0.369,0.336,0.341,0.273623591,0.270496465,0.297077042,0.288477443,0.262678648,0.266587556
477612,35,2,10,2016,KAB. PONOROGO,SIMAN,TAJUG,2.09499668,1003.7,1182.5,0.350,0.346,0.380,0.369,0.336,0.341,0.349383341,0.345390389,0.379330485,0.368349866,0.335408008,0.340399198
477614,35,2,12,2004,KAB. PONOROGO,KAUMAN,NGRANDU,2.89507112,1296.5,1318,0.350,0.346,0.380,0.369,0.336,0.341,0.438105126,0.433098211,0.475656994,0.461887976,0.420580921,0.426839566
477616,35,2,16,2010,KAB. PONOROGO,BABADAN,SUKOSARI,4.98936289,2358.8,2375.2,0.350,0.346,0.380,0.369,0.336,0.341,0.779754726,0.770843244,0.846590846,0.822084268,0.748564537,0.75970389
477619,35,2,17,1016,KAB. PONOROGO,PONOROGO,COKROMENGGALAN,2.60676236,1547.3,1371.8,0.350,0.346,0.380,0.369,0.336,0.341,0.455341072,0.450137174,0.494370307,0.480059587,0.437127429,0.443632302
477620,35,2,20,2013,KAB. PONOROGO,JAMBON,SIDOHARJO,4.41767974,1706.6,1184.3,0.350,0.346,0.380,0.369,0.336,0.341,0.547854374,0.541593181,0.59481332,0.57759504,0.525940199,0.53376669
482371,35,2,8,2006,KAB. PONOROGO,MLARAK,JORESAN,1.28787313,691,720.7,0.350,0.346,0.380,0.369,0.336,0.341,0.221938816,0.219402372,0.240962143,0.233986923,0.213061263,0.216231818
482376,35,2,8,2001,KAB. PONOROGO,MLARAK,TUGU,1.97304701,906.6,733.5,0.350,0.346,0.380,0.369,0.336,0.341,0.282724178,0.279493044,0.306957679,0.298072062,0.271415211,0.275454128
482459,35,2,4,2011,KAB. PONOROGO,SAMBIT,SAMBIT,1.3851509,768,852.5,0.350,0.346,0.380,0.369,0.336,0.341,0.249926163,0.247069864,0.271348405,0.263493583,0.239929116,0.24349949
482465,35,2,8,2010,KAB. PONOROGO,MLARAK,JABUNG,2.0590462,1097.9,1041,0.350,0.346,0.380,0.369,0.336,0.341,0.341751488,0.337845757,0.371044473,0.360303712,0.328081429,0.332963593
482468,35,2,2,2006,KAB. PONOROGO,NGRAYUN,BAOSAN LOR,5.65691398,2570.2,1684.7,0.350,0.346,0.380,0.369,0.336,0.341,0.761054401,0.752356636,0.826287635,0.802368783,0.730612225,0.741484431
482470,35,2,1,2020,KAB. PONOROGO,SLAHUNG,NAILAN,1.32875799,710.5,717.4,0.350,0.346,0.380,0.369,0.336,0.341,0.225818718,0.223237932,0.245174608,0.238077448,0.216785969,0.220011951
482471,35,2,7,2010,KAB. PONOROGO,PULUNG,WOTAN,1.80739283,914.1,973.6,0.350,0.346,0.380,0.369,0.336,0.341,0.301362144,0.297918005,0.327193184,0.317721803,0.289307658,0.293612831
482472,35,2,10,2008,KAB. PONOROGO,SIMAN,SAWUH,0.84659859,440.3,487.9,0.350,0.346,0.380,0.369,0.336,0.341,0.145985341,0.144316937,0.15849837,0.15391026,0.140145927,0.142231432
482473,35,2,13,2002,KAB. PONOROGO,BADEGAN,KARANGAN,3.95596278,1733.4,1503.4,0.350,0.346,0.380,0.369,0.336,0.341,0.561548056,0.555130364,0.609680746,0.592032093,0.539086134,0.547108249
482475,35,2,10,2011,KAB. PONOROGO,SIMAN,PIJERAN,2.19297936,1106.9,1285.3,0.350,0.346,0.380,0.369,0.336,0.341,0.376968001,0.372659796,0.409279544,0.397431979,0.361889281,0.367274538
482476,35,2,13,2010,KAB. PONOROGO,BADEGAN,BADEGAN,2.07032478,1042.5,859.3,0.350,0.346,0.380,0.369,0.336,0.341,0.31629544,0.312680635,0.343406478,0.333465764,0.303643623,0.308162129
482477,35,2,14,2010,KAB. PONOROGO,SAMPUNG,GELANGKULON,2.78933441,1336.2,1348.7,0.350,0.346,0.380,0.369,0.336,0.341,0.440096704,0.435067027,0.477819279,0.463987668,0.422492836,0.428779932
482478,35,2,14,2001,KAB. PONOROGO,SAMPUNG,SAMPUNG,3.84176713,1955.9,2155.2,0.350,0.346,0.380,0.369,0.336,0.341,0.65146042,0.644015158,0.707299885,0.686825415,0.625402003,0.634708581
482479,35,2,14,2012,KAB. PONOROGO,SAMPUNG,RINGINPUTIH,2.42771486,1139.1,1181.8,0.350,0.346,0.380,0.369,0.336,0.341,0.381390851,0.377032098,0.414081495,0.402094926,0.366135217,0.371583658
482481,35,2,15,2002,KAB. PONOROGO,SUKOREJO,BANGUNREJO,3.98979852,1894.1,2111.1,0.350,0.346,0.380,0.369,0.336,0.341,0.647887795,0.640483363,0.703421035,0.683058847,0.621972284,0.631227823
482483,35,2,16,1003,KAB. PONOROGO,BABADAN,PATIHAN WETAN,2.81471122,1564.7,1633.4,0.350,0.346,0.380,0.369,0.336,0.341,0.497311446,0.491627887,0.539938142,0.524308353,0.477418988,0.484523438
482484,35,2,16,2006,KAB. PONOROGO,BABADAN,GUPOLO,1.78765531,913.1,1060.6,0.350,0.346,0.380,0.369,0.336,0.341,0.309866375,0.306325045,0.33642635,0.326687692,0.29747172,0.301898382
482485,35,2,18,1001,KAB. PONOROGO,JENANGAN,SETONO,2.21624144,1224.8,1462.6,0.350,0.346,0.380,0.369,0.336,0.341,0.410406945,0.40571658,0.445584683,0.432686179,0.393990667,0.399853623
482486,35,2,16,2015,KAB. PONOROGO,BABADAN,TRISONO,3.7846693,1827.3,2048.1,0.350,0.346,0.380,0.369,0.336,0.341,0.622880014,0.615761386,0.67626973,0.656693501,0.597964814,0.6068631
482487,35,2,18,2013,KAB. PONOROGO,JENANGAN,SEMANDING,2.27122453,1117,1222,0.350,0.346,0.380,0.369,0.336,0.341,0.375176833,0.370889098,0.407334847,0.395543575,0.36016976,0.365529429
482489,35,2,19,2008,KAB. PONOROGO,NGEBEL,SEMPU,1.15323505,519.9,531.3,0.350,0.346,0.380,0.369,0.336,0.341,0.175580059,0.17357343,0.190629779,0.185111548,0.168556857,0.171065143
486495,35,2,17,1004,KAB. PONOROGO,PONOROGO,KEPATIHAN,2.89859568,1654.6,1622.3,0.350,0.346,0.380,0.369,0.336,0.341,0.510085424,0.504255877,0.553807032,0.537775776,0.489682007,0.496968942
486500,35,2,11,2015,KAB. PONOROGO,BALONG,KARANGMOJO,0.70773105,390.8,284.8,0.350,0.346,0.380,0.369,0.336,0.341,0.110783653,0.109517554,0.120279395,0.116797623,0.106352307,0.10793493
486510,35,2,1,2008,KAB. PONOROGO,SLAHUNG,WATES,3.12557715,1362.2,1443.8,0.350,0.346,0.380,0.369,0.336,0.341,0.471321441,0.46593491,0.511720422,0.496907462,0.452468583,0.459201747
486511,35,2,1,2017,KAB. PONOROGO,SLAHUNG,CRABAK,1.56560822,773.7,841.4,0.350,0.346,0.380,0.369,0.336,0.341,0.25890768,0.255948735,0.281099767,0.272962668,0.248551373,0.252250054
486512,35,2,11,2018,KAB. PONOROGO,BALONG,TATUNG,1.53106756,695.6,532.6,0.350,0.346,0.380,0.369,0.336,0.341,0.214488462,0.212037166,0.232873188,0.226132122,0.205908924,0.208973045
486513,35,2,1,2021,KAB. PONOROGO,SLAHUNG,GOMBANG,0.91638482,474.8,490,0.350,0.346,0.380,0.369,0.336,0.341,0.153595642,0.151840263,0.166760982,0.161933691,0.147451816,0.149646039
486515,35,2,3,2013,KAB. PONOROGO,BUNGKAL,PADAS,1.71645926,842.2,835.3,0.350,0.346,0.380,0.369,0.336,0.341,0.273531988,0.270405909,0.296977587,0.288380868,0.262590709,0.266498309
486516,35,2,5,2002,KAB. PONOROGO,SAWOO,PANGKAL,4.86529848,1964.8,1876.6,0.350,0.346,0.380,0.369,0.336,0.341,0.675969101,0.66824374,0.73390931,0.712664567,0.648930337,0.658587039
486517,35,2,21,2006,KAB. PONOROGO,PUDAK,PUDAK KULON,0.72464892,327.8,275.4,0.350,0.346,0.380,0.369,0.336,0.341,0.103955363,0.102767301,0.112865822,0.109598654,0.099797148,0.101282225
486518,35,2,9,2005,KAB. PONOROGO,JETIS,MOJOMATI,0.76130431,384.1,250.2,0.350,0.346,0.380,0.369,0.336,0.341,0.109083106,0.107836442,0.118433087,0.115004761,0.104719782,0.106278112
486519,35,2,7,2008,KAB. PONOROGO,PULUNG,PULUNG MERDIKO,1.43731434,711,682.8,0.350,0.346,0.380,0.369,0.336,0.341,0.227810042,0.225206499,0.247336617,0.240176873,0.218697641,0.22195207
486521,35,2,12,2002,KAB. PONOROGO,KAUMAN,NONGKODONO,1.47960903,728,814.1,0.350,0.346,0.380,0.369,0.336,0.341,0.246447082,0.243630544,0.267571117,0.259825638,0.236589199,0.240109871
486522,35,2,12,2008,KAB. PONOROGO,KAUMAN,GABEL,1.97163718,901.4,895.8,0.350,0.346,0.380,0.369,0.336,0.341,0.300120747,0.296690796,0.325845383,0.316413016,0.288115917,0.292403356
489596,35,2,20,2011,KAB. PONOROGO,JAMBON,MENANG,0.8656312,462.8,418,0.350,0.346,0.380,0.369,0.336,0.341,0.14162402,0.14000546,0.153763222,0.149312181,0.135959059,0.13798226
489829,35,2,3,2016,KAB. PONOROGO,BUNGKAL,SAMBILAWANG,1.81726159,908.4,798.9,0.350,0.346,0.380,0.369,0.336,0.341,0.281882327,0.278660815,0.306043669,0.29718451,0.270607034,0.274633924
489980,35,2,10,2003,KAB. PONOROGO,SIMAN,MADUSARI,1.63116498,838.4,1099.6,0.350,0.346,0.380,0.369,0.336,0.341,0.297937408,0.294532409,0.323474901,0.314111153,0.286019912,0.290276161
490074,35,2,4,2010,KAB. PONOROGO,SAMBIT,BULU,1.02282644,538.2,543.9,0.350,0.346,0.380,0.369,0.336,0.341,0.171976978,0.170011527,0.186717862,0.181312871,0.165097899,0.167554713
490092,35,2,4,2014,KAB. PONOROGO,SAMBIT,BANGSALAN,1.21456234,638.8,697.5,0.350,0.346,0.380,0.369,0.336,0.341,0.209919426,0.207520347,0.22791252,0.221315052,0.201522649,0.204521498
490125,35,2,3,2002,KAB. PONOROGO,BUNGKAL,KORIPAN,1.13208771,537.3,397.9,0.350,0.346,0.380,0.369,0.336,0.341,0.161486288,0.15964073,0.17532797,0.170252686,0.155026836,0.157333783
490132,35,2,2,2002,KAB. PONOROGO,NGRAYUN,SENDANG,2.54684489,1064.3,646,0.350,0.346,0.380,0.369,0.336,0.341,0.320296357,0.316635827,0.34775033,0.337683873,0.307484503,0.312060165
490133,35,2,9,2014,KAB. PONOROGO,JETIS,WINONG,1.45775677,761.3,549.9,0.350,0.346,0.380,0.369,0.336,0.341,0.21947765,0.216969334,0.23829002,0.231392151,0.210698544,0.213833939
490136,35,2,10,1017,KAB. PONOROGO,SIMAN,RONOWIJAYAN,2.71320398,1700.8,2030.3,0.350,0.346,0.380,0.369,0.336,0.341,0.550424375,0.544133811,0.597603607,0.580304556,0.5284074,0.536270606
490138,35,2,12,2007,KAB. PONOROGO,KAUMAN,PENGKOL,2.27827364,1002.5,960.4,0.350,0.346,0.380,0.369,0.336,0.341,0.334351218,0.330530061,0.363009893,0.352501712,0.320977169,0.325753615
490139,35,2,12,2016,KAB. PONOROGO,KAUMAN,KAUMAN,4.24638627,2195.4,2088.5,0.350,0.346,0.380,0.369,0.336,0.341,0.691013978,0.683116675,0.750243747,0.728526165,0.663373419,0.673245047
490140,35,2,15,2004,KAB. PONOROGO,SUKOREJO,NAMBANGREJO,2.39176438,1094,1592.7,0.350,0.346,0.380,0.369,0.336,0.341,0.420321194,0.415517524,0.456348725,0.443138631,0.403508347,0.409512935
490141,35,2,15,2017,KAB. PONOROGO,SUKOREJO,SRAGI,1.14266138,519.7,620.3,0.350,0.346,0.380,0.369,0.336,0.341,0.184879256,0.182766351,0.20072605,0.194915559,0.177484086,0.180125218
490143,35,2,15,2014,KAB. PONOROGO,SUKOREJO,GEGERAN,2.02591536,959.5,1079.3,0.350,0.346,0.380,0.369,0.336,0.341,0.329554081,0.325787749,0.357801574,0.34744416,0.316371918,0.321079833
490145,35,2,16,2007,KAB. PONOROGO,BABADAN,POLOREJO,3.57037624,1822.2,1973.2,0.350,0.346,0.380,0.369,0.336,0.341,0.602610105,0.595723132,0.6542624,0.635323225,0.578505701,0.587114417
490147,35,2,16,2011,KAB. PONOROGO,BABADAN,LEMBAH,3.92988105,1905.4,2149.7,0.350,0.346,0.380,0.369,0.336,0.341,0.650182847,0.642752186,0.705912806,0.685478488,0.624175533,0.63346386
490148,35,2,19,2001,KAB. PONOROGO,NGEBEL,NGROGUNG,2.16055344,1024.2,983.9,0.350,0.346,0.380,0.369,0.336,0.341,0.332995032,0.329189375,0.361537463,0.351071905,0.319675231,0.324432303
491014,35,2,3,2006,KAB. PONOROGO,BUNGKAL,MUNGGU,2.86828449,1210.1,893.6,0.350,0.346,0.380,0.369,0.336,0.341,0.380380648,0.37603344,0.412984703,0.401029883,0.365165422,0.370599431
491016,35,2,10,2009,KAB. PONOROGO,SIMAN,JARAK,1.64103374,749,825.5,0.350,0.346,0.380,0.369,0.336,0.341,0.258537317,0.255582604,0.280697658,0.272572199,0.248195824,0.251889214
491018,35,2,18,1002,KAB. PONOROGO,JENANGAN,SINGOSAREN,3.39767295,1871.4,2137.4,0.350,0.346,0.380,0.369,0.336,0.341,0.616869025,0.609819093,0.669743512,0.6503562,0.592194264,0.601006678
491019,35,2,18,2007,KAB. PONOROGO,JENANGAN,JIMBE,2.74422008,1398.7,1568,0.350,0.346,0.380,0.369,0.336,0.341,0.468679913,0.463323571,0.508852477,0.494122537,0.449932717,0.456628144
493227,35,2,11,2011,KAB. PONOROGO,BALONG,KARANGAN,2.42982959,1259.9,1216.5,0.350,0.346,0.380,0.369,0.336,0.341,0.398175683,0.393625103,0.432305027,0.419790934,0.382248655,0.387936879
493236,35,2,17,1008,KAB. PONOROGO,PONOROGO,BANGUNSARI,3.0177257,1908.7,1841.7,0.350,0.346,0.380,0.369,0.336,0.341,0.567757492,0.561268835,0.61642242,0.598578613,0.545047192,0.553158013
493251,35,2,20,2008,KAB. PONOROGO,JAMBON,JAMBON,1.98925997,966,883.7,0.350,0.346,0.380,0.369,0.336,0.341,0.306570527,0.303066863,0.332848,0.323212927,0.294307706,0.298687284
493255,35,2,8,2011,KAB. PONOROGO,MLARAK,BAJANG,1.70095121,889.7,1008.2,0.350,0.346,0.380,0.369,0.336,0.341,0.296947262,0.293553579,0.322399884,0.313067256,0.285069371,0.289311475
493266,35,2,1,2002,KAB. PONOROGO,SLAHUNG,SENEPO,2.06327567,901.6,921.4,0.350,0.346,0.380,0.369,0.336,0.341,0.307864585,0.304346133,0.334252978,0.324577234,0.295550002,0.299948067
493268,35,2,1,2012,KAB. PONOROGO,SLAHUNG,PLANCUNGAN,1.17367748,601,668.6,0.350,0.346,0.380,0.369,0.336,0.341,0.200521791,0.198230113,0.217709373,0.211407259,0.192500919,0.195365516
493269,35,2,4,2002,KAB. PONOROGO,SAMBIT,WRINGINANOM,4.34013949,1943.1,2445,0.350,0.346,0.380,0.369,0.336,0.341,0.708822705,0.700721874,0.769578937,0.747301652,0.680469797,0.690595836
493270,35,2,4,2012,KAB. PONOROGO,SAMBIT,BESUKI,1.35342989,672.9,680.7,0.350,0.346,0.380,0.369,0.336,0.341,0.219066998,0.216563375,0.237844169,0.230959206,0.210304318,0.213433846
493272,35,2,9,2008,KAB. PONOROGO,JETIS,KARANGGEBANG,2.15702888,1082.7,926.6,0.350,0.346,0.380,0.369,0.336,0.341,0.332651946,0.328850209,0.361164969,0.350710194,0.319345868,0.324098038
493273,35,2,9,2010,KAB. PONOROGO,JETIS,TEGALSARI,1.18777571,664.4,525,0.350,0.346,0.380,0.369,0.336,0.341,0.19205345,0.189858554,0.208515175,0.202479209,0.184371312,0.187114933
493274,35,2,12,2001,KAB. PONOROGO,KAUMAN,TEGALOMBO,2.30294554,1094.6,986.6,0.350,0.346,0.380,0.369,0.336,0.341,0.348347765,0.344366648,0.378206145,0.367258073,0.334413855,0.339390251
493275,35,2,12,2009,KAB. PONOROGO,KAUMAN,CILUK,0.70350158,330.6,329.2,0.350,0.346,0.380,0.369,0.336,0.341,0.109100895,0.107854028,0.1184524,0.115023515,0.104736859,0.106295443
493276,35,2,12,2010,KAB. PONOROGO,KAUMAN,SEMANDING,2.61028691,1296.4,1217.4,0.350,0.346,0.380,0.369,0.336,0.341,0.411758167,0.407052359,0.447051724,0.434110753,0.39528784,0.4011701
493279,35,2,16,2002,KAB. PONOROGO,BABADAN,CEKOK,2.66104053,1410.2,1486.2,0.350,0.346,0.380,0.369,0.336,0.341,0.456387046,0.451171194,0.495505936,0.481162343,0.438131564,0.444651379
493281,35,2,16,2009,KAB. PONOROGO,BABADAN,NGUNUT,3.17280621,1714,1749.7,0.350,0.346,0.380,0.369,0.336,0.341,0.545138146,0.538907995,0.591864272,0.574731359,0.52333262,0.531120308
493283,35,2,16,2013,KAB. PONOROGO,BABADAN,BABADAN,3.34409968,1779.4,1646,0.350,0.346,0.380,0.369,0.336,0.341,0.549683553,0.543401455,0.596799286,0.579523517,0.527696211,0.535548833
495823,35,2,21,2002,KAB. PONOROGO,PUDAK,TAMBANG,0.62596132,286.6,262.6,0.350,0.346,0.380,0.369,0.336,0.341,0.092906858,0.091845065,0.100870303,0.097950373,0.089190584,0.090517824
495825,35,2,21,2001,KAB. PONOROGO,PUDAK,BARENG,1.54093632,683.7,505.1,0.350,0.346,0.380,0.369,0.336,0.341,0.210697314,0.208289345,0.228757084,0.222135169,0.202269422,0.205279384
495826,35,2,7,2009,KAB. PONOROGO,PULUNG,SIDOHARJO,2.16055344,1143.1,1280.5,0.350,0.346,0.380,0.369,0.336,0.341,0.378549677,0.374223395,0.410996792,0.399099516,0.36340769,0.368815542
496651,35,2,17,1015,KAB. PONOROGO,PONOROGO,NOLOGATEN,3.22215001,1929.5,1539.2,0.350,0.346,0.380,0.369,0.336,0.341,0.547257572,0.541003199,0.594165364,0.57696584,0.525367269,0.533185234
496653,35,2,18,2012,KAB. PONOROGO,JENANGAN,SRATEN,0.89594239,451.8,429.7,0.350,0.346,0.380,0.369,0.336,0.341,0.143370099,0.141731583,0.155658964,0.151153047,0.137635295,0.139683439
496757,35,2,15,2015,KAB. PONOROGO,SUKOREJO,GANDUKEPUH,3.08046282,1459.5,1916.3,0.350,0.346,0.380,0.369,0.336,0.341,0.531715384,0.525638636,0.577290988,0.560579933,0.510446768,0.518042702
498741,35,2,2,2011,KAB. PONOROGO,NGRAYUN,GEDANGAN,3.34409968,1366.2,1010.1,0.350,0.346,0.380,0.369,0.336,0.341,0.43521972,0.430245781,0.472524268,0.458845934,0.417810931,0.424028356
498742,35,2,11,2004,KAB. PONOROGO,BALONG,NGENDUT,1.02212153,462.8,336.1,0.350,0.346,0.380,0.369,0.336,0.341,0.140862088,0.139252235,0.152935981,0.148508887,0.135227604,0.13723992
498743,35,2,3,2001,KAB. PONOROGO,BUNGKAL,PELEM,1.27518472,593,463.7,0.350,0.346,0.380,0.369,0.336,0.341,0.182323922,0.18024022,0.197951687,0.192221507,0.175030965,0.177635593
498745,35,2,3,2004,KAB. PONOROGO,BUNGKAL,NAMBAK,1.68967263,864.2,830.4,0.350,0.346,0.380,0.369,0.336,0.341,0.273896006,0.270765766,0.297372807,0.288764647,0.262940166,0.266852966
498747,35,2,3,2012,KAB. PONOROGO,BUNGKAL,BANCAR,2.45450149,1242.4,736.7,0.350,0.346,0.380,0.369,0.336,0.341,0.344350554,0.34041512,0.373866316,0.36304387,0.330576532,0.335495826
498750,35,2,6,2002,KAB. PONOROGO,SOOKO,KLEPU,1.79752407,895.7,558.5,0.350,0.346,0.380,0.369,0.336,0.341,0.252787175,0.249898179,0.274454647,0.266509907,0.242675688,0.246286933
498751,35,2,9,2012,KAB. PONOROGO,JETIS,JOSARI,1.98009612,1039.4,1020.8,0.350,0.346,0.380,0.369,0.336,0.341,0.329096428,0.325335326,0.357304694,0.346961663,0.315932571,0.320633949
498752,35,2,10,1018,KAB. PONOROGO,SIMAN,MANGUNSUMAN,3.28206748,1833.1,2271.7,0.350,0.346,0.380,0.369,0.336,0.341,0.621562864,0.614459288,0.674839681,0.655304848,0.596700349,0.605579819
500125,35,2,5,2005,KAB. PONOROGO,SAWOO,SRITI,2.54543506,1014,959.8,0.350,0.346,0.380,0.369,0.336,0.341,0.349731208,0.34573428,0.379708169,0.368716617,0.33574196,0.34073812
